Institute Id,Institute Name,City,State
IR-1-C-C-C-11557,Kuriakose Gregorios College,Kottayam,Kerala
IR-1-C-C-C-11582,St. Teresa`s College,Ernakulam,Kerala
IR-1-C-C-C-11831,S. B. College,Kottayam,Kerala
IR-1-C-C-C-20872,St. Josephs Arts & Science College,Bengaluru,Karnataka
IR-1-C-C-C-22466,Lakshmi Bai College,Delhi,Delhi
IR-1-C-C-C-29312,Post Graduate Government College for Girls,Chandigarh,Chandigarh
IR-1-C-C-C-35787,Holy Cross College,Kanyakumari,Tamil Nadu
IR-1-C-C-C-35832,Jamal Mohamed College,Tiruchirappalli,Tamil Nadu
IR-1-C-C-C-35878,National College,Tiruchirappalli,Tamil Nadu
IR-1-C-C-C-36487,V. V. Vanniaperumal College for Women,Virudhnagar,Tamil Nadu
IR-1-C-C-C-36547,The American College,Madurai,Tamil Nadu
IR-1-C-C-C-41035,Government Arts College,Tiruppur,Kerala
IR-1-C-C-C-41035,Government Arts College,Coimbatore,Kerala
IR-1-C-C-C-41104,Kongu Arts & Science College,Erode,Tamil Nadu
IR-1-C-C-C-41134,Rathinam College of Arts and Science,Coimbatore,Tamil Nadu
IR-1-C-C-C-41173,St. Xavier's College,Palayamkottai,Tamil Nadu
IR-1-C-C-C-41434,Bharati Vidyapeeth`s College of Fine Arts,Pune,Maharashtra
IR-1-C-C-C-6397,College of Vocational Studies,New Delhi,Delhi
IR-1-C-C-C-6401,Shaheed Bhagat Singh College (Evening),Delhi,Delhi
IR-1-C-C-C-8106,St. Joseph's College,Thrissur,Kerala
IR-1-E-E-C-1262,B. M. S. College of Engineering,Bengaluru,Karnataka
IR-1-E-E-C-1269,R. V. College of Engineering,Bengaluru,Karnataka
IR-1-E-E-C-1352,NITTE Meenakshi Institute of Technology,Bengaluru,Karnataka
IR-1-E-E-C-24004,AU College of Engineering,Visakhapatnam,Andhra Pradesh
IR-1-E-E-U-0014,International Institute of Information Technology,Hyderabad,Telangana
IR-1-M-M-I-1064,International Management Institute New Delhi,New Delhi,Delhi
IR-1-M-M-I-1238,Institute for Financial Management and Research,Satyavedu,Andhra Pradesh
IR-1-M-M-S-132,Xavier Labour Relations Institute,Jamshedpur,Jharkhand
IR-1-O-D-C-45515,PSG Institute of Medical Sciences & Research,Coimbatore,Tamil Nadu
IR-1-O-D-C-47762,Mahatma Gandhi Medical College and Research Institute,Puducherry,Pondicherry
IR-1-O-D-U-0036,Sri Venkateswara Institute of Medical Sciences,Tirupati,Andhra Pradesh
IR-1-O-D-U-0294,D. Y. Patil Educational Society,Kolhapur,Maharashtra
IR-1-O-O-U-0121,Goa University,Goa,Goa
IR-1-O-O-U-0146,Nirma University,Ahmedabad,Gujarat
IR-1-O-O-U-0246,University of Agricultural Sciences,Dharwad,Karnataka
IR-1-O-O-U-0347,Nagaland University,Zunheboto,Nagaland
IR-1-O-O-U-0360,Orissa University of Agriculture & Technology,Khordha,Odisha
IR-1-O-O-U-0568,Bidhan Chandra Krishi Vishwavidyalaya,Nadia,West Bengal
IR-1-P-P-C-30768,"College of Pharmacy, Pt. B. D. Sharma, PGIMS",Rohtak,Haryana
IR-1-P-P-I-1244,"Department of Pharmaceutical Sciences, Dibrugarh University",Dibrugarh,Assam
IR-2-C-OC-C-11833,Marian College,Kuttikanam,Kerala
IR-2-C-OC-C-5855,St. Xavier's College,Ahmedabad,Gujarat
IR-2-C-OC-I-1323,St. Joseph's College,Calicut,Kerala
IR-2-E-OE-U-0584,"Indian Institute of Engineering Science and Technology, Shibpur",Howrah,West Bengal
IR-2-M-EM-U-0020,Koneru Lakshmaiah Education Foundation University,Vaddeswaram,Andhra Pradesh
IR-2-O-EM-U-0020,Koneru Lakshmaiah Education Foundation University,Vaddeswaram,Andhra Pradesh
IR-2-O-OD-U-0250,Yenepoya,Mangalore,Karnataka
IR-2-O-OE-U-0507,Dayalbagh Educational Institute,Agra,Uttar Pradesh
IR-2-O-OE-U-0522,Jaypee Institute of Information Technology,Noida,Uttar Pradesh
IR-3-A-OEA-C-17029,JNAFAU School of Planning and Architecture,Hyderabad,Telangana
IR-3-E-OEP-U-0391,Birla Institute of Technology & Science,Pilani,Rajasthan
IR-3-O-ODP-I-1486,Sri Ramachandra Medical College and Research Institute,Chennai,Tamil Nadu
IR-3-O-OEA-C-26794,Thiagarajar College of Engineering,Madurai,Tamil Nadu
IR-3-O-OEM-U-0733,PES University,Bengaluru,Karnataka
IR-5-E-OEMDP-U-0473,SRM Institute of Science and Technology,Chennai,Tamil Nadu
IR-5-O-OEMDP-U-0473,SRM Institute of Science and Technology,Chennai,Tamil Nadu
IR-6-O-OEMALP-U-0006,Andhra University,Visakhapatnam,Andhra Pradesh
IR-A-C-24004,College of Engineering Visakhapatnam,Visakhapatnam,Andhra Pradesh
IR-A-C-26794,Thiagarajar College of Engineering,Madurai,Tamil Nadu
IR-A-C-43708,College of Engineering Trivandrum,Thiruvananthapuram,Kerala
IR-A-C-46330,"Faculty of Architecture, Manipal Academy of Higher Education, Manipal",Udupi,Karnataka
IR-A-C-57952,BMS College of Arhitecture,Bengaluru,Karnataka
IR-A-U-0108,Jamia Millia Islamia,New Delhi,Delhi
IR-A-U-0116,"School of Planning and Architecture, New Delhi",New Delhi,Delhi
IR-A-U-0127,Centre for Environmental Planning and Technology University,Ahmedabad,Gujarat
IR-A-U-0189,National Institute of Technology Hamirpur,Hamirpur,Himachal Pradesh
IR-A-U-0201,Shri Mata Vaishno Devi University,Katra,Jammu and Kashmir
IR-A-U-0202,Birla Institute of Technology,Ranchi,Jharkhand
IR-A-U-0263,National Institute of Technology Calicut,Kozhikode,Kerala
IR-A-U-0284,Maulana Azad National Institute of Technology,Bhopal,Madhya Pradesh
IR-A-U-0334,Visvesvaraya National Institute of Technology,Nagpur,Maharashtra
IR-A-U-0373,Chitkara University,Rajpura,Punjab
IR-A-U-0379,Lovely Professional University,Phagwara,Punjab
IR-A-U-0439,Anna University,Chennai,Tamil Nadu
IR-A-U-0454,Hindustan Institute of Technology  and Science (HITS),Chennai,Tamil Nadu
IR-A-U-0461,M. G. R. Educational and Research Institute,Chennai,Tamil Nadu
IR-A-U-0467,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu
IR-A-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh
IR-A-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand
IR-A-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal
IR-A-U-0584,Indian Institute of Engineering Science and Technology,Shibpur,West Bengal
IR-A-U-0626,School of Planning and Architecture Bhopal,Bhopal,Madhya Pradesh
IR-A-U-0627,School of Planning & Architecture,Vijayawada,Andhra Pradesh
IR-A-U-0747,Chandigarh University,Mohali,Punjab
IR-C-C-11582,"St. Teresa's College, Ernakulam",Ernakulam,Kerala
IR-C-C-11615,Mar Thoma College,Tiruvalla,Kerala
IR-C-C-11616,Bishop Kurialacherry College For Women,Kottayam,Kerala
IR-C-C-11660,St. Alberts College,Ernakulam,Kerala
IR-C-C-11691,Rajagiri College of Social Sciences,Ernakulam,Kerala
IR-C-C-11697,"Maharaja's College, Ernakulam",Ernakulam,Kerala
IR-C-C-11708,Sacred Heart College,Ernakulam,Kerala
IR-C-C-11733,Newman College,Idukki,Kerala
IR-C-C-11771,CMS College Kottayam,Kottayam,Kerala
IR-C-C-11815,Mar Athanasius College,Kothamangalam,Kerala
IR-C-C-11831,"S.B. College, Changanacherry",Kottayam,Kerala
IR-C-C-11881,St. Xavier`s College,Kolkata,West Bengal
IR-C-C-11926,Ramakrishna Mission Vidyamandira,Howrah,West Bengal
IR-C-C-11971,Lady Brabourne College,Kolkata,West Bengal
IR-C-C-11986,Loreto College,Kolkata,West Bengal
IR-C-C-11991,Bethune College,Kolkata,West Bengal
IR-C-C-16178,P. D. Patel Institute of Applied Sciences,Changa,Gujarat
IR-C-C-16897,St. Aloysius College,Mangaluru,Karnataka
IR-C-C-18938,"Government Institute of Science, Nagpur",Nagpur,Maharashtra
IR-C-C-20729,"M S Ramaiah College of Arts, Science, and Commerce",Bengaluru,Karnataka
IR-C-C-20830,St. Joseph`s College of Commerce,Bengaluru,Karnataka
IR-C-C-22462,Atma Ram Sanatan Dharm College,New Delhi,Delhi
IR-C-C-22470,St. Stephens's College,Delhi,Delhi
IR-C-C-25376,Andhra Loyola College,Vijayawada,Andhra Pradesh
IR-C-C-25990,St. Francis College for Women,Hyderabad,Telangana
IR-C-C-26356,Silver Jubilee Degree College,Kurnool,Andhra Pradesh
IR-C-C-27608,Lady Irwin College,Delhi,Delhi
IR-C-C-28526,"Alagappa Government Arts College, Karaikudi",Karaikudi,Tamil Nadu
IR-C-C-29284,Government Home Science College,Chandigarh,Chandigarh
IR-C-C-29454,I. C. College of Home Science,Hisar,Haryana
IR-C-C-33555,St. Xavier`s College,Mumbai,Maharashtra
IR-C-C-33688,College of Social Work,Mumbai,Maharashtra
IR-C-C-35416,Rajiv Gandhi Institute of Information Technology and Biotechnology,Pune,Maharashtra
IR-C-C-35787,"Holy Cross College, Tiruchirappalli",Tiruchirappalli,Tamil Nadu
IR-C-C-35825,Bishop Heber College,Tiruchirappalli,Tamil Nadu
IR-C-C-35832,"Jamal Mohamed College, Tiruchirappalli",Tiruchirappalli,Tamil Nadu
IR-C-C-35860,"St. Joseph's College, Tiruchirappalli",Tiruchirappalli,Tamil Nadu
IR-C-C-36425,Muthurangam Govt. Arts College,Vellore,Tamil Nadu
IR-C-C-36502,Virudhunagar Hindu Nadars Senthikumara Nadar College,Virudhunagar,Tamil Nadu
IR-C-C-36513,Thiagarajar College,Madurai,Tamil Nadu
IR-C-C-36529,Fatima College,Madurai,Tamil Nadu
IR-C-C-36575,Sri Meenakshi Government College for Women,Madurai,Tamil Nadu
IR-C-C-36578,Lady Doak College,Madurai,Tamil Nadu
IR-C-C-36579,Ayya Nadar Janaki Ammal College,Sivakasi,Tamil Nadu
IR-C-C-39206,"S S Jain Subodh P G College, Jaipur",Jaipur,Rajasthan
IR-C-C-41035,Government Arts College,Coimbatore,Tamil Nadu
IR-C-C-41046,PSGR Krishnammal College for Women,Coimbatore,Tamil Nadu
IR-C-C-41054,Dr. N. G. P. Arts and Science College,Coimbatore,Tamil Nadu
IR-C-C-41068,Vellalar College for Women,Erode,Tamil Nadu
IR-C-C-41073,N. G. M. College,Pollachi,Tamil Nadu
IR-C-C-41096,CMS College of Science and Commerce,Coimbatore,Tamil Nadu
IR-C-C-41100,Sri Ramakrishna College of Arts and Science,Coimbatore,Tamil Nadu
IR-C-C-41106,Kongunadu Arts & Science College,Coimbatore,Tamil Nadu
IR-C-C-41110,"Government Arts College, Tiruppur",Udumalpet,Tamil Nadu
IR-C-C-41124,PSG College of Arts and Science,Coimbatore,Tamil Nadu
IR-C-C-41126,Sri Krishna Arts and Science College,Coimbatore,Tamil Nadu
IR-C-C-41157,V.O. Chidambaram College,Tuticorin,Tamil Nadu
IR-C-C-41173,St. Xavier's College,Palayamkottai,Tamil Nadu
IR-C-C-41184,Women's Christian College,Nagercoil,Tamil Nadu
IR-C-C-41189,Scott Christian College,Nagercoil,Tamil Nadu
IR-C-C-42814,Ramakrishna Mission Residential College,Kolkata,West Bengal
IR-C-C-43600,Government Arts College,Thiruvananthapuram,Kerala
IR-C-C-43649,Fatima Mata National College,Kollam,Kerala
IR-C-C-43671,"University College, Thiruvananthapuram",Thiruvananthapuram,Kerala
IR-C-C-43705,"Government College for Women, Thiruvananthapuram",Thiruvananthapuram,Kerala
IR-C-C-43711,Bishop Moore College,Alappuzha,Kerala
IR-C-C-43738,T. K. M. College of Arts and Science,Kollam,Kerala
IR-C-C-43760,Mahatma Gandhi College,Thiruvananthapuram,Kerala
IR-C-C-43767,"Mar Ivanios College, Thiruvananthapuram",Thiruvananthapuram,Kerala
IR-C-C-43783,Nirmalagiri College,Kannur,Kerala
IR-C-C-43789,Government Brennen College,Kannur,Kerala
IR-C-C-43806,Nehru Arts and Science College,Kasaragod,Kerala
IR-C-C-43874,Government College,Kasaragod,Kerala
IR-C-C-43902,Ethiraj College for Women,Chennai,Tamil Nadu
IR-C-C-43911,Anna Adarsh College for Women,Chennai,Tamil Nadu
IR-C-C-43921,Presidency College,Chennai,Tamil Nadu
IR-C-C-43931,Stella Maris College For Women,Chennai,Tamil Nadu
IR-C-C-43946,Women`s Christian College,Chennai,Tamil Nadu
IR-C-C-43964,Madras School of Social Work,Chennai,Tamil Nadu
IR-C-C-43965,Madras Christian College,Chennai,Tamil Nadu
IR-C-C-44006,Loyola College,Chennai,Tamil Nadu
IR-C-C-49799,Government Institute of Forensic Science,Nagpur,Maharashtra
IR-C-C-5855,St. Xavier's College,Ahmedabad,Gujarat
IR-C-C-6353,Sri Guru Tegh Bahadur Khalsa College,Delhi,Delhi
IR-C-C-6355,Miranda House,Delhi,Delhi
IR-C-C-6357,Shyam Lal College,Delhi,Delhi
IR-C-C-6361,Deen Dayal Upadhyaya College,New Delhi,Delhi
IR-C-C-6365,Indraprastha College for Women,Delhi,Delhi
IR-C-C-6366,Shivaji College,Delhi,Delhi
IR-C-C-6367,Daulat Ram College,Delhi,Delhi
IR-C-C-6369,Sri Venkateswara College,Delhi,Delhi
IR-C-C-6371,Ramjas College,Delhi,Delhi
IR-C-C-6377,Hindu College,Delhi,Delhi
IR-C-C-6380,Acharya Narendra Dev College,New Delhi,Delhi
IR-C-C-6381,Keshav Mahavidyalya,Delhi,Delhi
IR-C-C-6385,Kirori Mal College,Delhi,Delhi
IR-C-C-6387,Bhaskaracharya College of Applied Sciences,New Delhi,Delhi
IR-C-C-6391,Maitreyi College,New Delhi,Delhi
IR-C-C-6402,Kalindi College,Delhi,Delhi
IR-C-C-6409,Deshbandhu College,New Delhi,Delhi
IR-C-C-6411,Shaheed Sukhdev College of Business Studies,New Delhi,Delhi
IR-C-C-6412,Maharaja Agrasen College,Delhi,Delhi
IR-C-C-6413,Sri Guru Gobind Singh College of Commerce,Delhi,Delhi
IR-C-C-6415,Lady Shri Ram College For Women,New Delhi,Delhi
IR-C-C-6417,Kamala Nehru College,Delhi,Delhi
IR-C-C-6419,Shri Ram College of Commerce,Delhi,Delhi
IR-C-C-6420,Jesus & Mary College,New Delhi,Delhi
IR-C-C-6425,Hans Raj College,Delhi,Delhi
IR-C-C-6426,Shaheed Rajguru College of Applied Sciences for Women,Delhi,Delhi
IR-C-C-6429,Gargi College,Delhi,Delhi
IR-C-C-6431,Ramanujan College,New Delhi,Delhi
IR-C-C-6432,Dyal Singh College,New Delhi,Delhi
IR-C-C-6502,Kanchi Mamunivar Centre for Post Graduate  Studies,Puducherry,Pondicherry
IR-C-C-6566,Mahatma Gandhi Government Arts College,Mahe,Pondicherry
IR-C-C-8008,Vimala College,Thrissur,Kerala
IR-C-C-8010,St. Joseph's College,Kozhikode,Kerala
IR-C-C-8023,"Farook College, Kozhikkode",Kozhikode,Kerala
IR-C-C-8169,"St. Thomas College, Thrissur",Thrissur,Kerala
IR-C-C-8209,"Government Victoria College, Palakkad",Palakkad,Kerala
IR-C-C-8213,Christ College,Thrissur,Kerala
IR-C-C-9552,Sri Sarada College for Women (Autonomous),Salem,Tamil Nadu
IR-C-C-9562,Mahendra Arts & Science College,Namakkal,Tamil Nadu
IR-C-I-1293,Sri Ramakrishna Mission Vidyalaya College of Arts and Science,Coimbatore,Tamil Nadu
IR-C-I-1317,Rama Krishna Mission Vivekananda Centenary College,Rahara,West Bengal
IR-C-I-1373,Goswami Ganesh Dutta Sanatan Dharma College,Chandigarh,Chandigarh
IR-C-I-1385,Fergusson College,Pune,Maharashtra
IR-C-N-6,Queen Mary`s College,Chennai,Tamil Nadu
IR-D-C-16424,Medical College,Kolkata,West Bengal
IR-D-C-19319,K. S. Hegde Medical Academy,Mangaluru,Karnataka
IR-D-C-22461,Lady Hardinge Medical College,New Delhi,Delhi
IR-D-C-24503,Jawaharlal Nehru Medical College,Belagavi,Karnataka
IR-D-C-29209,Christian Medical College,Ludhiana,Punjab
IR-D-C-29255,Dayanand Medical College,Ludhiana,Punjab
IR-D-C-29442,Government Medical College & Hospital,Chandigarh,Chandigarh
IR-D-C-30698,Narayana Medical College,Sri Potti Sriramulu Nellore,Andhra Pradesh
IR-D-C-32922,Vardhman Mahavir Medical College & Safdarjung Hospital,New Delhi,Delhi
IR-D-C-35009,"JSS Medical College, Mysore",Mysore,Karnataka
IR-D-C-40345,M. S. Ramaiah Medical College,Bengaluru,Karnataka
IR-D-C-40453,St. John's Medical College,Bengaluru,Karnataka
IR-D-C-45515,PSG Institute of Medical Sciences & Research,Coimbatore,Tamil Nadu
IR-D-C-45654,Christian Medical College,Vellore,Tamil Nadu
IR-D-C-47556,"Tirunelveli Medical College, Tirunelveli",Tirunelveli -,Tamil Nadu
IR-D-C-47762,Mahatma Gandhi Medical College and Research Institute,Puducherry,Pondicherry
IR-D-C-49008,"Madras Medical College & Government General Hospital, Chennai",Chennai,Tamil Nadu
IR-D-C-6414,Maulana Azad Medical College,Delhi,Delhi
IR-D-C-7049,Chettinad Hospital and Research Institute,"Kelambakkam, Chengalpattu District",Tamil Nadu
IR-D-C-7242,"Kasturba Medical College, Manipal",Manipal,Karnataka
IR-D-C-7251,"Kasturba Medical College, Mangalore",Mangaluru,Karnataka
IR-D-C-9435,Regional Institute of Medical Sciences,Imphal West,Manipur
IR-D-I-1110,Dr. D. Y. Patil Vidyapeeth,Pune,Maharashtra
IR-D-I-1325,"Shri B.M.Patil Medical College, Hospital & Research Centre",Vijayapura,Karnataka
IR-D-I-1409,University College of Medical Sciences,Delhi,Delhi
IR-D-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu
IR-D-I-1486,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu
IR-D-N-0158,SCB Medical College and Hospital,Cuttack,Odisha
IR-D-N-15,All India Institute of Medical Sciences,New Delhi,Delhi
IR-D-N-17,Sawai Man Singh Medical College,Jaipur,Rajasthan
IR-D-N-33,Sanjay Gandhi Postgraduate Institute of Medical Sciences,Lucknow,Uttar Pradesh
IR-D-U-0036,Sri Venkateswara Institute of Medical Sciences,Tirupati,Andhra Pradesh
IR-D-U-0079,Post Graduate Institute of Medical Education and Research,Chandigarh,Chandigarh
IR-D-U-0106,Institute of Liver and Biliary Sciences,New Delhi,Delhi
IR-D-U-0107,Jamia Hamdard,New Delhi,Delhi
IR-D-U-0168,Maharishi Markandeshwar,Ambala,Haryana
IR-D-U-0236,"National Institute of Mental Health & Neuro Sciences, Bangalore",Bangalore,Karnataka
IR-D-U-0266,Sree Chitra Tirunal Institute for Medical Sciences and Technology,Thiruvananthapuram,Kerala
IR-D-U-0295,Datta Meghe Institute of Medical Sciences,Wardha,Maharashtra
IR-D-U-0311,Krishna Institute of Medical Sciences Deemed University,Karad,Maharashtra
IR-D-U-0321,"Padmashree Dr. D. Y. Patil Vidyapeeth, Mumbai",Mumbai,Maharashtra
IR-D-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha
IR-D-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha
IR-D-U-0368,Jawaharlal Institute of Post Graduate Medical Education & Research,Puducherry,Pondicherry
IR-D-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu
IR-D-U-0443,Annamalai University,Annamalainagar,Tamil Nadu
IR-D-U-0473,S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu
IR-D-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh
IR-D-U-0500,Banaras Hindu University,Varanasi,Uttar Pradesh
IR-D-U-0523,King George`s Medical University,Lucknow,Uttar Pradesh
IR-D-U-0688,All India Institute of Medical Sciences Bhubaneswar,Khordha,Odisha
IR-D-U-0689,All India Institute of Medical Sciences Jodhpur,Jodhpur,Rajasthan
IR-E-C-10342,Chandigarh Engineering College,Sahibzada Ajit Singh Nagar,Punjab
IR-E-C-11015,Walchand College of Engineering,Sangli,Maharashtra
IR-E-C-1262,B.M.S. College of Engineering,Bengaluru,Karnataka
IR-E-C-1269,R.V. College of Engineering,Bengaluru,Karnataka
IR-E-C-1291,Dr. Ambedkar Institute of Technology,Bengaluru,Karnataka
IR-E-C-1297,Siddaganga Institute of Technology,Tumkur,Karnataka
IR-E-C-1331,M. S. Ramaiah Institute of Technology,Bengaluru,Karnataka
IR-E-C-1336,BMS Institute of Technology & Management,Bengaluru,Karnataka
IR-E-C-1345,P E S College of Engineering,Mandya,Karnataka
IR-E-C-1352,Nitte Meenakshi Institute of Technology,Bengaluru,Karnataka
IR-E-C-1360,Basaveshwar Engineering College,Bagalkot,Karnataka
IR-E-C-1371,New Horizon College of Engineering,Bengaluru,Karnataka
IR-E-C-1398,BNM Institute of Technology,Bengaluru,Karnataka
IR-E-C-1400,NMAM Institute of Technology,"Nitte, Udupi",Karnataka
IR-E-C-1406,C M R Institute of Technology,Bengaluru,Karnataka
IR-E-C-1412,JSS Science and Technology University,Mysuru,Karnataka
IR-E-C-1413,Dayananda Sagar College of Engineering,Bengaluru,Karnataka
IR-E-C-1438,The National Institute of Engineering,Mysore,Karnataka
IR-E-C-16476,Sri Sai Ram Institute of Technology,Chennai,Tamil Nadu
IR-E-C-16490,Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College,Morai,Tamil Nadu
IR-E-C-16504,Sri Venkateswara College of Engineering and Technology,Chittoor,Andhra Pradesh
IR-E-C-16537,St. Josephs College of Engineering,Kancheepuram,Tamil Nadu
IR-E-C-16547,Sri Sairam Engineering College,Kancheepuram,Tamil Nadu
IR-E-C-16560,Easwari Engineering College,Chennai,Tamil Nadu
IR-E-C-16572,Sri Venkateswara College of Engineering,Kancheepuram,Tamil Nadu
IR-E-C-16590,Saveetha Engineering College,Sriperumbudur,Tamil Nadu
IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kancheepuram,Tamil Nadu
IR-E-C-16614,R.M.K. Engineering College,Thiruvallur,Tamil Nadu
IR-E-C-16626,Rajalakshmi Engineering College,Chennai,Tamil Nadu
IR-E-C-17913,Gayatri Vidya Parishad College of Engineering,Visakhapatnam,Andhra Pradesh
IR-E-C-17962,Shri Vishnu Engineering College for Women,Bhimavaram,Andhra Pradesh
IR-E-C-18010,Velagapudi Ramakrishna Siddhartha Engineering College,Vijayawada,Andhra Pradesh
IR-E-C-18154,University College of Engingeering,Kakinada,Andhra Pradesh
IR-E-C-18254,Yeshwantrao Chavan College of Engineering,Nagpur,Maharashtra
IR-E-C-18817,G. H. Raisoni College of Engineering,Nagpur,Maharashtra
IR-E-C-18886,Shri Ramdeobaba College of Engineering and Management,Nagpur,Maharashtra
IR-E-C-19534,Goka Raju Ranga Raju Institute of Engineering & Technology,Hyderabad,Telangana
IR-E-C-19569,Padmasri Dr. B.V. Raju Institute of Technology,Medak,Telangana
IR-E-C-19607,CVR College Of Engineering,Ibrahimpatan,Telangana
IR-E-C-19650,Vardhaman College of Engineering,Rangareddy,Telangana
IR-E-C-19667,Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology,Hyderabad,Telangana
IR-E-C-19706,Institute of Aeronautical Engineering,Hyderabad,Telangana
IR-E-C-19747,Anurag University,Hyderabad,Telangana
IR-E-C-19754,SR University,Warangal,Telangana
IR-E-C-24004,College of Engineering (A),Visakhapatnam,Andhra Pradesh
IR-E-C-24163,Sagi Ramakrishnam Raju Engineering College,Bhimavaram,Andhra Pradesh
IR-E-C-25622,Chaitanya Bharathi Institute of Technology,Hyderabad,Telangana
IR-E-C-26162,Vasavi College of Engineering,Hyderabad,Telangana
IR-E-C-26783,PSNA College of Engineering and Technology,Dindigul,Tamil Nadu
IR-E-C-26794,Thiagarajar College of Engineering,Madurai,Tamil Nadu
IR-E-C-26905,G.Pulla Reddy Engineering College,Kurnool,Andhra Pradesh
IR-E-C-26928,JNTUA College of Engineering,Anantapur,Andhra Pradesh
IR-E-C-26929,Sree Vidyanikethan Engineering College,A.Rangampet,Andhra Pradesh
IR-E-C-27058,Mepco Schlenk Engineering College,Sivakasi,Tamil Nadu
IR-E-C-27089,National Engineering College,Kovilpatti,Tamil Nadu
IR-E-C-27400,Kakatiya Institute of Technology & Science,Warangal,Telangana
IR-E-C-27616,University College of Engineering,Hyderabad,Telangana
IR-E-C-30045,"C.V. Raman Global University, Odisha",Bhubaneswar,Odisha
IR-E-C-30153,"Silicon Institute of Technology (SIT), Bhubaneswar",Bhubaneswar,Odisha
IR-E-C-33525,Thakur College of Engineering & Technology,Mumbai,Maharashtra
IR-E-C-33584,K. J. Somaiya College of Engineering,Mumbai,Maharashtra
IR-E-C-33641,"Veermata Jijabai Technological Institute,  (VJTI, Mumbai)",Mumbai,Maharashtra
IR-E-C-33773,Bharatiya Vidya Bhavan`s Sardar Patel Institute of Technology,Mumbai,Maharashtra
IR-E-C-33777,Shri Vile Parle Kelavani Mandal`s  Dwarkadas J. Sanghvi College of Engineering,Mumbai Suburban,Maharashtra
IR-E-C-34112,Sardar Patel College of Engineering,Mumbai,Maharashtra
IR-E-C-34167,Ramrao Adik Institute of Technology,Navi Mumbai,Maharashtra
IR-E-C-35417,Bharati Vidyapeeth Deemed University College of Engineering,Pune,Maharashtra
IR-E-C-36022,Lakshmi Narain College of Technology,Bhopal,Madhya Pradesh
IR-E-C-36143,Shri G. S. Institute of Technology & Science,Indore,Madhya Pradesh
IR-E-C-36926,Kumaraguru College of Technology,Coimbatore,Tamil Nadu
IR-E-C-36969,Coimbatore Institute of Technology,Coimbatore,Tamil Nadu
IR-E-C-36975,Government College of Technology,Coimbatore,Tamil Nadu
IR-E-C-36984,Bannari Amman Institute of Technology,Sathyamangalam,Tamil Nadu
IR-E-C-36995,Sri Krishna College of Engineering and Technology,Coimbatore,Tamil Nadu
IR-E-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu
IR-E-C-37028,Sona College of Technology,Salem,Tamil Nadu
IR-E-C-37050,Dr. Mahalingam College of Engineering and Technology,Pollachi,Tamil Nadu
IR-E-C-37064,Sri Krishna College of Technology,Coimbatore,Tamil Nadu
IR-E-C-37065,Kongu Engineering College,Perundurai,Tamil Nadu
IR-E-C-37089,Sri Ramakrishna Engineering College,Coimbatore,Tamil Nadu
IR-E-C-41351,Bansilal Ramnath Agarwal Charitable Trust`s Vishwakarama Institute of Technology,Pune,Maharashtra
IR-E-C-41593,"College of Engineering, Pune",Pune,Maharashtra
IR-E-C-42054,Army Institute of Technology,Pune,Maharashtra
IR-E-C-42227,Dr. D. Y. Patil Institute of Technology,Pune,Maharashtra
IR-E-C-42242,Maharshi Karve Stree Shikshan Samstha's Cummins College of Engineering for Women,Pune,Maharashtra
IR-E-C-43264,National Institute of Foundry and Forge Technology (NIFFT),Ranchi,Jharkhand
IR-E-C-43708,College of Engineering Trivandrum,Thiruvananthapuram,Kerala
IR-E-C-45375,Indian Institute of Food Processing Technology (IIFPT),Thanjavur,Tamil Nadu
IR-E-C-46111,KIET Group of Institutions,Ghaziabad,Uttar Pradesh
IR-E-C-46239,G.L.Bajaj Institute of Technology and Management,Greater Noida,Uttar Pradesh
IR-E-C-48145,BVRIT Hyderabad,Hyderabad,Telangana
IR-E-C-49660,Pimpri Chinchwad College of Engineering,Pune,Maharashtra
IR-E-C-50605,PSG Institute of Technology and Applied Research,Coimbatore,Tamil Nadu
IR-E-C-6192,Institute of Engineering & Management,Kolkata,West Bengal
IR-E-C-6202,Heritage Institute of Technology,Kolkata,West Bengal
IR-E-C-6238,Haldia Institute of Technology,Haldia,West Bengal
IR-E-C-6257,Narula Institute of Technology,Kolkata,West Bengal
IR-E-C-6379,Netaji Subhas University of Technology (NSUT),South West,Delhi
